COORDINATE,GEO,Age group,Sex,Response,Estimates,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
6.1.3.3.4,British Columbia,"Total, 15 years and over",Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116320750,58.6,
6.1.3.4.1,British Columbia,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116320751,78.0,E
6.1.3.4.2,British Columbia,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116320752,8.3,E
6.1.3.4.3,British Columbia,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320753,5.9,
6.1.3.4.4,British Columbia,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320754,11.5,
6.1.3.9.1,British Columbia,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116758625,49.0,E
6.1.3.9.2,British Columbia,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116758626,5.2,E
6.1.3.9.3,British Columbia,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758627,3.2,
6.1.3.9.4,British Columbia,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758628,8.2,
6.1.3.5.1,British Columbia,"Total, 15 years and over",Female,Dissatisfied,Number of persons,Persons,thousands,v116320755,37.0,E
6.1.3.5.2,British Columbia,"Total, 15 years and over",Female,Dissatisfied,Percentage of persons,Percent,units ,v116320756,4.0,E
6.1.3.5.3,British Columbia,"Total, 15 years and over",Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320757,2.2,
6.1.3.5.4,British Columbia,"Total, 15 years and over",Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320758,7.0,
6.1.3.6.1,British Columbia,"Total, 15 years and over",Female,Very dissatisfied,Number of persons,Persons,thousands,v116320759,,F
6.1.3.6.2,British Columbia,"Total, 15 years and over",Female,Very dissatisfied,Percentage of persons,Percent,units ,v116320760,,F
6.1.3.6.3,British Columbia,"Total, 15 years and over",Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320761,,F
6.1.3.6.4,British Columbia,"Total, 15 years and over",Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320762,,F
6.1.3.7.1,British Columbia,"Total, 15 years and over",Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116320763,,F
6.1.3.7.2,British Columbia,"Total, 15 years and over",Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116320764,,F
6.1.3.7.3,British Columbia,"Total, 15 years and over",Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116320765,,F
6.1.3.7.4,British Columbia,"Total, 15 years and over",Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116320766,,F
6.2.1.1.1,British Columbia,15 to 24 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116320767,230.0,
6.2.1.1.2,British Columbia,15 to 24 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116320768,100.0,
6.2.1.1.3,British Columbia,15 to 24 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116320769,100.0,
6.2.1.1.4,British Columbia,15 to 24 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116320770,100.0,
6.2.1.8.1,British Columbia,15 to 24 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116758629,188.0,
6.2.1.8.2,British Columbia,15 to 24 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116758630,82.0,
6.2.1.8.3,British Columbia,15 to 24 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758631,66.9,
6.2.1.8.4,British Columbia,15 to 24 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116758632,91.1,
6.2.1.2.1,British Columbia,15 to 24 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116320771,72.0,E
6.2.1.2.2,British Columbia,15 to 24 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116320772,31.3,E
6.2.1.2.3,British Columbia,15 to 24 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320773,20.9,
6.2.1.2.4,British Columbia,15 to 24 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116320774,43.9,
6.2.1.3.1,British Columbia,15 to 24 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116320775,116.0,
6.2.1.3.2,British Columbia,15 to 24 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116320776,50.7,
6.2.1.3.3,British Columbia,15 to 24 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320777,37.2,
6.2.1.3.4,British Columbia,15 to 24 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116320778,64.1,
6.2.1.4.1,British Columbia,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116320779,,F
6.2.1.4.2,British Columbia,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116320780,,F
6.2.1.4.3,British Columbia,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320781,,F
6.2.1.4.4,British Columbia,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320782,,F
6.2.1.9.1,British Columbia,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116758633,,F
6.2.1.9.2,British Columbia,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116758634,,F
6.2.1.9.3,British Columbia,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758635,,F
6.2.1.9.4,British Columbia,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758636,,F
6.2.1.5.1,British Columbia,15 to 24 years,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116320783,,F
6.2.1.5.2,British Columbia,15 to 24 years,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116320784,,F
6.2.1.5.3,British Columbia,15 to 24 years,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320785,,F
6.2.1.5.4,British Columbia,15 to 24 years,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320786,,F
6.2.1.6.1,British Columbia,15 to 24 years,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116320787,,F
6.2.1.6.2,British Columbia,15 to 24 years,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116320788,,F
6.2.1.6.3,British Columbia,15 to 24 years,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320789,,F
6.2.1.6.4,British Columbia,15 to 24 years,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320790,,F
6.2.1.7.1,British Columbia,15 to 24 years,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116320791,,F
6.2.1.7.2,British Columbia,15 to 24 years,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116320792,,F
6.2.1.7.3,British Columbia,15 to 24 years,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116320793,,F
6.2.1.7.4,British Columbia,15 to 24 years,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116320794,,F
6.2.2.1.1,British Columbia,15 to 24 years,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116320795,139.0,
6.2.2.1.2,British Columbia,15 to 24 years,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116320796,100.0,
6.2.2.1.3,British Columbia,15 to 24 years,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116320797,100.0,
6.2.2.1.4,British Columbia,15 to 24 years,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116320798,100.0,
6.2.2.8.1,British Columbia,15 to 24 years,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116758637,120.0,
6.2.2.8.2,British Columbia,15 to 24 years,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116758638,86.5,
6.2.2.8.3,British Columbia,15 to 24 years,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758639,64.3,
6.2.2.8.4,British Columbia,15 to 24 years,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116758640,95.8,
6.2.2.2.1,British Columbia,15 to 24 years,Male,Very satisfied,Number of persons,Persons,thousands,v116320799,,F
6.2.2.2.2,British Columbia,15 to 24 years,Male,Very satisfied,Percentage of persons,Percent,units ,v116320800,,F
6.2.2.2.3,British Columbia,15 to 24 years,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320801,,F
6.2.2.2.4,British Columbia,15 to 24 years,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116320802,,F
6.2.2.3.1,British Columbia,15 to 24 years,Male,Satisfied,Number of persons,Persons,thousands,v116320803,74.0,E
6.2.2.3.2,British Columbia,15 to 24 years,Male,Satisfied,Percentage of persons,Percent,units ,v116320804,53.5,E
6.2.2.3.3,British Columbia,15 to 24 years,Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320805,35.4,
6.2.2.3.4,British Columbia,15 to 24 years,Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116320806,70.8,
6.2.2.4.1,British Columbia,15 to 24 years,Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116320807,,F
6.2.2.4.2,British Columbia,15 to 24 years,Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116320808,,F
6.2.2.4.3,British Columbia,15 to 24 years,Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320809,,F
6.2.2.4.4,British Columbia,15 to 24 years,Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320810,,F
6.2.2.9.1,British Columbia,15 to 24 years,Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116758641,,F
6.2.2.9.2,British Columbia,15 to 24 years,Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116758642,,F
6.2.2.9.3,British Columbia,15 to 24 years,Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758643,,F
6.2.2.9.4,British Columbia,15 to 24 years,Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758644,,F
6.2.2.5.1,British Columbia,15 to 24 years,Male,Dissatisfied,Number of persons,Persons,thousands,v116320811,,F
6.2.2.5.2,British Columbia,15 to 24 years,Male,Dissatisfied,Percentage of persons,Percent,units ,v116320812,,F
6.2.2.5.3,British Columbia,15 to 24 years,Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320813,,F
6.2.2.5.4,British Columbia,15 to 24 years,Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320814,,F
6.2.2.6.1,British Columbia,15 to 24 years,Male,Very dissatisfied,Number of persons,Persons,thousands,v116320815,,F
6.2.2.6.2,British Columbia,15 to 24 years,Male,Very dissatisfied,Percentage of persons,Percent,units ,v116320816,,F
6.2.2.6.3,British Columbia,15 to 24 years,Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320817,,F
6.2.2.6.4,British Columbia,15 to 24 years,Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320818,,F
6.2.2.7.1,British Columbia,15 to 24 years,Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116320819,,F
6.2.2.7.2,British Columbia,15 to 24 years,Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116320820,,F
6.2.2.7.3,British Columbia,15 to 24 years,Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116320821,,F
6.2.2.7.4,British Columbia,15 to 24 years,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116320822,,F
6.2.3.1.1,British Columbia,15 to 24 years,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116320823,91.0,E
6.2.3.1.2,British Columbia,15 to 24 years,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116320824,100.0,
6.2.3.1.3,British Columbia,15 to 24 years,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116320825,100.0,
6.2.3.1.4,British Columbia,15 to 24 years,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116320826,100.0,
6.2.3.8.1,British Columbia,15 to 24 years,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116758645,68.0,E
6.2.3.8.2,British Columbia,15 to 24 years,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116758646,75.0,
6.2.3.8.3,British Columbia,15 to 24 years,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758647,51.8,
6.2.3.8.4,British Columbia,15 to 24 years,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116758648,89.4,
6.2.3.2.1,British Columbia,15 to 24 years,Female,Very satisfied,Number of persons,Persons,thousands,v116320827,,F
6.2.3.2.2,British Columbia,15 to 24 years,Female,Very satisfied,Percentage of persons,Percent,units ,v116320828,,F
6.2.3.2.3,British Columbia,15 to 24 years,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320829,,F
6.2.3.2.4,British Columbia,15 to 24 years,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116320830,,F
6.2.3.3.1,British Columbia,15 to 24 years,Female,Satisfied,Number of persons,Persons,thousands,v116320831,42.0,E
6.2.3.3.2,British Columbia,15 to 24 years,Female,Satisfied,Percentage of persons,Percent,units ,v116320832,46.3,E
6.2.3.3.3,British Columbia,15 to 24 years,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320833,27.8,
6.2.3.3.4,British Columbia,15 to 24 years,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116320834,65.9,
6.2.3.4.1,British Columbia,15 to 24 years,Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116320835,,F
6.2.3.4.2,British Columbia,15 to 24 years,Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116320836,,F
6.2.3.4.3,British Columbia,15 to 24 years,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320837,,F
6.2.3.4.4,British Columbia,15 to 24 years,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320838,,F
6.2.3.9.1,British Columbia,15 to 24 years,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116758649,,F
6.2.3.9.2,British Columbia,15 to 24 years,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116758650,,F
6.2.3.9.3,British Columbia,15 to 24 years,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758651,,F
6.2.3.9.4,British Columbia,15 to 24 years,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758652,,F
6.2.3.5.1,British Columbia,15 to 24 years,Female,Dissatisfied,Number of persons,Persons,thousands,v116320839,,F
