COORDINATE,GEO,Age group,Sex,Response,Estimates,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
13.5.1.4.2,Alberta,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116757758,7.0,E
13.5.1.4.3,Alberta,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757759,5.0,N/A
13.5.1.4.4,Alberta,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757760,9.8,N/A
13.5.1.9.1,Alberta,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116757761,83.0,E
13.5.1.9.2,Alberta,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116757762,6.2,E
13.5.1.9.3,Alberta,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757763,4.1,N/A
13.5.1.9.4,Alberta,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757764,9.3,N/A
13.5.1.5.1,Alberta,25 to 54 years,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116757765,62.0,E
13.5.1.5.2,Alberta,25 to 54 years,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116757766,4.7,E
13.5.1.5.3,Alberta,25 to 54 years,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757767,2.9,N/A
13.5.1.5.4,Alberta,25 to 54 years,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757768,7.4,N/A
13.5.1.6.1,Alberta,25 to 54 years,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116757769,N/A,F
13.5.1.6.2,Alberta,25 to 54 years,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116757770,N/A,F
13.5.1.6.3,Alberta,25 to 54 years,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757771,N/A,F
13.5.1.6.4,Alberta,25 to 54 years,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757772,N/A,F
13.5.1.7.1,Alberta,25 to 54 years,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116757773,N/A,F
13.5.1.7.2,Alberta,25 to 54 years,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116757774,N/A,F
13.5.1.7.3,Alberta,25 to 54 years,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116757775,N/A,F
13.5.1.7.4,Alberta,25 to 54 years,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116757776,N/A,F
13.5.2.1.1,Alberta,25 to 54 years,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116757777,761.0,N/A
13.5.2.1.2,Alberta,25 to 54 years,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116757778,100.0,N/A
13.5.2.1.3,Alberta,25 to 54 years,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116757779,100.0,N/A
13.5.2.1.4,Alberta,25 to 54 years,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116757780,100.0,N/A
13.5.2.8.1,Alberta,25 to 54 years,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116757781,652.0,N/A
13.5.2.8.2,Alberta,25 to 54 years,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116757782,85.7,N/A
13.5.2.8.3,Alberta,25 to 54 years,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757783,80.2,N/A
13.5.2.8.4,Alberta,25 to 54 years,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116757784,89.8,N/A
13.5.2.2.1,Alberta,25 to 54 years,Male,Very satisfied,Number of persons,Persons,thousands,v116757785,262.0,N/A
13.5.2.2.2,Alberta,25 to 54 years,Male,Very satisfied,Percentage of persons,Percent,units ,v116757786,34.4,N/A
13.5.2.2.3,Alberta,25 to 54 years,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757787,28.6,N/A
13.5.2.2.4,Alberta,25 to 54 years,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116757788,40.8,N/A
13.5.2.3.1,Alberta,25 to 54 years,Male,Satisfied,Number of persons,Persons,thousands,v116757789,390.0,N/A
13.5.2.3.2,Alberta,25 to 54 years,Male,Satisfied,Percentage of persons,Percent,units ,v116757790,51.2,N/A
13.5.2.3.3,Alberta,25 to 54 years,Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757791,44.6,N/A
13.5.2.3.4,Alberta,25 to 54 years,Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116757792,57.9,N/A
13.5.2.4.1,Alberta,25 to 54 years,Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116757793,51.0,E
13.5.2.4.2,Alberta,25 to 54 years,Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116757794,6.6,E
13.5.2.4.3,Alberta,25 to 54 years,Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757795,4.1,N/A
13.5.2.4.4,Alberta,25 to 54 years,Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757796,10.5,N/A
13.5.2.9.1,Alberta,25 to 54 years,Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116757797,42.0,E
13.5.2.9.2,Alberta,25 to 54 years,Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116757798,5.5,E
13.5.2.9.3,Alberta,25 to 54 years,Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757799,3.0,N/A
13.5.2.9.4,Alberta,25 to 54 years,Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757800,10.0,N/A
13.5.2.5.1,Alberta,25 to 54 years,Male,Dissatisfied,Number of persons,Persons,thousands,v116757801,N/A,F
13.5.2.5.2,Alberta,25 to 54 years,Male,Dissatisfied,Percentage of persons,Percent,units ,v116757802,N/A,F
13.5.2.5.3,Alberta,25 to 54 years,Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757803,N/A,F
13.5.2.5.4,Alberta,25 to 54 years,Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757804,N/A,F
13.5.2.6.1,Alberta,25 to 54 years,Male,Very dissatisfied,Number of persons,Persons,thousands,v116757805,N/A,F
13.5.2.6.2,Alberta,25 to 54 years,Male,Very dissatisfied,Percentage of persons,Percent,units ,v116757806,N/A,F
13.5.2.6.3,Alberta,25 to 54 years,Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757807,N/A,F
13.5.2.6.4,Alberta,25 to 54 years,Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757808,N/A,F
13.5.2.7.1,Alberta,25 to 54 years,Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116757809,N/A,F
13.5.2.7.2,Alberta,25 to 54 years,Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116757810,N/A,F
13.5.2.7.3,Alberta,25 to 54 years,Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116757811,N/A,F
13.5.2.7.4,Alberta,25 to 54 years,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116757812,N/A,F
13.5.3.1.1,Alberta,25 to 54 years,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116757813,571.0,N/A
13.5.3.1.2,Alberta,25 to 54 years,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116757814,100.0,N/A
13.5.3.1.3,Alberta,25 to 54 years,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116757815,100.0,N/A
13.5.3.1.4,Alberta,25 to 54 years,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116757816,100.0,N/A
13.5.3.8.1,Alberta,25 to 54 years,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116757817,477.0,N/A
13.5.3.8.2,Alberta,25 to 54 years,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116757818,83.5,N/A
13.5.3.8.3,Alberta,25 to 54 years,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757819,77.5,N/A
13.5.3.8.4,Alberta,25 to 54 years,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116757820,88.2,N/A
13.5.3.2.1,Alberta,25 to 54 years,Female,Very satisfied,Number of persons,Persons,thousands,v116757821,211.0,N/A
13.5.3.2.2,Alberta,25 to 54 years,Female,Very satisfied,Percentage of persons,Percent,units ,v116757822,36.9,N/A
13.5.3.2.3,Alberta,25 to 54 years,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757823,30.4,N/A
13.5.3.2.4,Alberta,25 to 54 years,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116757824,44.0,N/A
13.5.3.3.1,Alberta,25 to 54 years,Female,Satisfied,Number of persons,Persons,thousands,v116757825,266.0,N/A
13.5.3.3.2,Alberta,25 to 54 years,Female,Satisfied,Percentage of persons,Percent,units ,v116757826,46.6,N/A
13.5.3.3.3,Alberta,25 to 54 years,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757827,39.7,N/A
13.5.3.3.4,Alberta,25 to 54 years,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116757828,53.6,N/A
13.5.3.4.1,Alberta,25 to 54 years,Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116757829,43.0,E
13.5.3.4.2,Alberta,25 to 54 years,Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116757830,7.5,E
13.5.3.4.3,Alberta,25 to 54 years,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757831,4.7,N/A
13.5.3.4.4,Alberta,25 to 54 years,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757832,11.8,N/A
13.5.3.9.1,Alberta,25 to 54 years,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116757833,41.0,E
13.5.3.9.2,Alberta,25 to 54 years,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116757834,7.2,E
13.5.3.9.3,Alberta,25 to 54 years,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757835,4.1,N/A
13.5.3.9.4,Alberta,25 to 54 years,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757836,12.2,N/A
13.5.3.5.1,Alberta,25 to 54 years,Female,Dissatisfied,Number of persons,Persons,thousands,v116757837,37.0,E
13.5.3.5.2,Alberta,25 to 54 years,Female,Dissatisfied,Percentage of persons,Percent,units ,v116757838,6.5,E
13.5.3.5.3,Alberta,25 to 54 years,Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757839,3.7,N/A
13.5.3.5.4,Alberta,25 to 54 years,Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757840,11.3,N/A
13.5.3.6.1,Alberta,25 to 54 years,Female,Very dissatisfied,Number of persons,Persons,thousands,v116757841,N/A,F
13.5.3.6.2,Alberta,25 to 54 years,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116757842,N/A,F
13.5.3.6.3,Alberta,25 to 54 years,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757843,N/A,F
13.5.3.6.4,Alberta,25 to 54 years,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757844,N/A,F
13.5.3.7.1,Alberta,25 to 54 years,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116757845,N/A,F
13.5.3.7.2,Alberta,25 to 54 years,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116757846,N/A,F
13.5.3.7.3,Alberta,25 to 54 years,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116757847,N/A,F
13.5.3.7.4,Alberta,25 to 54 years,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116757848,N/A,F
13.6.1.1.1,Alberta,25 to 34 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116757849,555.0,N/A
13.6.1.1.2,Alberta,25 to 34 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116757850,100.0,N/A
13.6.1.1.3,Alberta,25 to 34 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116757851,100.0,N/A
13.6.1.1.4,Alberta,25 to 34 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116757852,100.0,N/A
13.6.1.8.1,Alberta,25 to 34 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116757853,453.0,N/A
13.6.1.8.2,Alberta,25 to 34 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116757854,81.6,N/A
13.6.1.8.3,Alberta,25 to 34 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757855,74.3,N/A
13.6.1.8.4,Alberta,25 to 34 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116757856,87.2,N/A
13.6.1.2.1,Alberta,25 to 34 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116757857,158.0,N/A
13.6.1.2.2,Alberta,25 to 34 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116757858,28.4,N/A
13.6.1.2.3,Alberta,25 to 34 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757859,21.8,N/A
13.6.1.2.4,Alberta,25 to 34 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116757860,36.1,N/A
13.6.1.3.1,Alberta,25 to 34 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116757861,296.0,N/A
13.6.1.3.2,Alberta,25 to 34 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116757862,53.2,N/A
13.6.1.3.3,Alberta,25 to 34 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757863,45.4,N/A
13.6.1.3.4,Alberta,25 to 34 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116757864,60.9,N/A
13.6.1.4.1,Alberta,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116757865,N/A,F
13.6.1.4.2,Alberta,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116757866,N/A,F
13.6.1.4.3,Alberta,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757867,N/A,F
13.6.1.4.4,Alberta,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757868,N/A,F
13.6.1.9.1,Alberta,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116757869,N/A,F
13.6.1.9.2,Alberta,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116757870,N/A,F
13.6.1.9.3,Alberta,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757871,N/A,F
13.6.1.9.4,Alberta,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757872,N/A,F
13.6.1.5.1,Alberta,25 to 34 years,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116757873,N/A,F
13.6.1.5.2,Alberta,25 to 34 years,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116757874,N/A,F
13.6.1.5.3,Alberta,25 to 34 years,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757875,N/A,F
13.6.1.5.4,Alberta,25 to 34 years,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757876,N/A,F
13.6.1.6.1,Alberta,25 to 34 years,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116757877,N/A,F
13.6.1.6.2,Alberta,25 to 34 years,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116757878,N/A,F
13.6.1.6.3,Alberta,25 to 34 years,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757879,N/A,F
13.6.1.6.4,Alberta,25 to 34 years,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757880,N/A,F
13.6.1.7.1,Alberta,25 to 34 years,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116757881,N/A,F
13.6.1.7.2,Alberta,25 to 34 years,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116757882,N/A,F
13.6.1.7.3,Alberta,25 to 34 years,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116757883,N/A,F
13.6.1.7.4,Alberta,25 to 34 years,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116757884,N/A,F
13.6.2.1.1,Alberta,25 to 34 years,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116757885,298.0,N/A
13.6.2.1.2,Alberta,25 to 34 years,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116757886,100.0,N/A
13.6.2.1.3,Alberta,25 to 34 years,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116757887,100.0,N/A
13.6.2.1.4,Alberta,25 to 34 years,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116757888,100.0,N/A
13.6.2.8.1,Alberta,25 to 34 years,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116757889,248.0,N/A
13.6.2.8.2,Alberta,25 to 34 years,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116757890,83.2,N/A
13.6.2.8.3,Alberta,25 to 34 years,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757891,73.3,N/A
13.6.2.8.4,Alberta,25 to 34 years,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116757892,89.9,N/A
13.6.2.2.1,Alberta,25 to 34 years,Male,Very satisfied,Number of persons,Persons,thousands,v116757893,79.0,E
13.6.2.2.2,Alberta,25 to 34 years,Male,Very satisfied,Percentage of persons,Percent,units ,v116757894,26.5,E
13.6.2.2.3,Alberta,25 to 34 years,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757895,18.7,N/A
13.6.2.2.4,Alberta,25 to 34 years,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116757896,36.2,N/A
13.6.2.3.1,Alberta,25 to 34 years,Male,Satisfied,Number of persons,Persons,thousands,v116757897,169.0,N/A
